src_ip,dst_ip,flow_duration,flow_packet_size,flow_speed,flow_pkts_speed,flow_pkt_type,packets,label,time
10.45.114.173,10.60.119.122,7,66,4,62,UDP,[],normal,3
10.4.102.186,10.83.252.130,3,64,17,272,TCP,[],normal,3
10.32.22.97,10.57.250.198,1,64,13,208,TCP,[],normal,3
10.84.21.166,10.57.148.142,1,87,2,23,UDP,[],normal,3
10.38.59.230,10.54.126.221,2,77,4,53,UDP,[],normal,3
10.62.197.81,10.12.223.154,5,257,13,51,TCP,[],normal,3
10.49.124.35,10.22.212.219,2,64,11,176,TCP,[],normal,3
10.98.113.133,10.60.27.105,3,164,4,24,TCP,[],normal,3
10.96.2.152,10.58.243.58,1,168,16,97,TCP,[],normal,3
10.5.96.248,10.34.33.59,1,190,2,10,UDP,[],normal,3
10.30.118.206,10.7.163.18,1,102,20,200,TCP,[],normal,3
10.49.232.30,10.83.62.204,1,191,9,48,TCP,[],normal,3
10.90.165.42,10.7.89.236,1,64,18,288,TCP,[],normal,3
10.33.2.119,10.80.19.140,4,294,5,17,UDP,[],normal,3
10.77.225.233,10.4.17.192,1,183,7,39,TCP,[],normal,3
10.18.200.229,10.35.33.92,1,70,13,190,TCP,[],normal,3
10.43.151.207,10.95.76.13,6,64,6,96,UDP,[],normal,3
10.5.42.194,10.75.200.44,1,357,14,40,UDP,[],normal,3
10.47.73.59,10.58.174.97,1,96,20,213,UDP,[],normal,3
10.71.130.14,10.96.17.237,5,64,23,368,ICMP,[],normal,3
10.19.88.108,10.1.81.37,2,64,8,128,UDP,[],normal,3
10.65.115.51,10.80.150.154,1,81,12,151,TCP,[],normal,3
10.94.126.131,10.96.34.60,1,259,4,15,TCP,[],normal,3
10.86.61.215,10.54.250.155,1,204,21,105,TCP,[],normal,3
10.62.230.192,10.29.103.106,1,64,8,128,TCP,[],normal,3
10.62.224.21,10.27.226.65,1,64,28,448,TCP,[],normal,3
10.94.34.4,10.81.52.128,1,119,12,103,TCP,[],normal,3
10.72.225.83,10.29.167.111,1,91,2,22,UDP,[],normal,3
10.65.215.31,10.36.217.120,1,241,2,8,UDP,[],normal,3
10.98.185.14,10.79.25.253,1,374,6,16,TCP,[],normal,3
10.74.210.250,10.85.189.96,5,64,1,16,TCP,[],normal,3
10.8.224.200,10.22.150.92,1,123,9,74,UDP,[],normal,3
10.93.73.36,10.72.46.107,1,166,10,61,TCP,[],normal,3
10.53.105.225,10.91.133.221,1,178,7,40,UDP,[],normal,3
